-2.000000000000000000e+01 -9.109795647244512879e-46 5.559915243683754007e-45 3.010691695568433261e-48 -4.601025326060190221e-48 -1.747563727171711000e-47 7.840776632467231247e-47 7.981700699006244410e-46 3.037361959299569479e-46 2.821988562405782089e-45 3.692237683592631618e-44
-1.997997997997997999e+01 -1.765180810197859648e-45 1.100798888891801850e-44 5.987308759844766720e-48 -8.859957054110411838e-48 -3.299394479939953978e-47 1.538957501494210710e-46 1.587840397769471987e-45 6.451550839867555790e-46 5.658037575884611572e-45 6.835527778799707338e-44
-1.995995995995995997e+01 -2.519740129547441226e-45 1.613307202864250268e-44 8.891909457820535805e-48 -1.264887107534614879e-47 -4.522890177655387403e-47 2.256033402821477595e-46 2.335548446837577432e-45 1.045527033271984328e-45 8.598678321306818181e-45 8.993594779685592415e-44
-1.993993993993993996e+01 -3.161664093780832004e-45 2.083170942748824101e-44 1.196844564688282352e-47 -1.616181502880288126e-47 -5.434822374099714034e-47 2.949369420365481590e-46 2.988846059354880726e-45 1.495786693706417901e-45 1.176844413362766300e-44 9.913221072568777731e-44
-1.991991991991991995e+01 -3.688791320776818275e-45 2.514039101721166992e-44 1.566197908890597967e-47 -1.991578937809740998e-47 -6.237903120416714244e-47 3.651754720607805548e-46 3.529962252797091101e-45 1.934257245778815902e-45 1.524786368288612351e-44 9.529690753826833890e-44
-1.989989989989989994e+01 -4.091413208254954829e-45 2.899246096099667334e-44 2.056254435785360545e-47 -2.461691541518924036e-47 -7.296621471598978924e-47 4.426740014520034684e-46 3.986213765045732777e-45 2.302124334894732061e-45 1.915812396732772866e-44 7.926083181494355070e-44
-1.987987987987987992e+01 -4.354458980112967236e-45 3.195825899355225278e-44 2.731794211352946374e-47 -3.102684697153205956e-47 -9.057803226272596992e-47 5.374675045033195554e-46 4.405161374442879294e-45 2.527701341230110881e-45 2.376243591032026134e-44 5.277209619739566528e-44
-1.985985985985985991e+01 -4.470458720444295900e-45 3.349503773167201893e-44 3.665347040944057127e-47 -4.010922876804256542e-47 -1.202309775576598878e-46 6.629504598117881157e-46 4.812085378688838661e-45 2.514164276260141801e-45 2.945035876906231456e-44 1.894958571772545673e-44
-1.983983983983983990e+01 -4.431253518559825963e-45 3.321970573330403973e-44 4.937063076443724920e-47 -5.311572758142335267e-47 -1.685934282969660522e-46 8.347729086300213229e-46 5.229797020677018353e-45 2.138905637306883463e-45 3.680566792039124685e-44 -1.760709127097170311e-44
-1.981981981981981988e+01 -4.235318002199558867e-45 3.109311362375743339e-44 6.655297158345554154e-47 -7.166990461319218674e-47 -2.437575744492543476e-46 1.071967962317291881e-45 5.708144863372601806e-45 1.239064415678152067e-45 4.664025313113783495e-44 -5.090108515197047257e-44
-1.979979979979979987e+01 -3.883421827420380316e-45 2.738466516170479440e-44 8.971192096570396610e-47 -9.813831401487067445e-47 -3.558635064776139636e-46 1.398550971722141204e-45 6.318147997390701585e-45 -3.777481519578589628e-46 6.015760681291243412e-44 -7.526292877524097086e-44
-1.977977977977977986e+01 -3.370054214744719013e-45 2.244678170187730139e-44 1.205273317652843260e-46 -1.357679673842873888e-46 -5.181941083141280960e-46 1.846943606671911034e-45 7.189178936362141767e-45 -2.978038045171106862e-45 7.901300300621834340e-44 -8.648870877672760947e-44
-1.975975975975975985e+01 -2.676950805287029332e-45 1.646287636511231612e-44 1.609952466589273590e-46 -1.890058851022207262e-46 -7.495886767167988414e-46 2.462148726872281594e-45 8.520802961226762077e-45 -6.909673701856822617e-45 1.053844686781846229e-43 -8.140036195622992533e-44
-1.973973973973973983e+01 -1.815080055807180775e-45 9.462660438248555752e-45 2.140443342997013666e-46 -2.641723793818663460e-46 -1.075707724602962919e-45 3.306596435931482420e-45 1.060057141340182440e-44 -1.261952215090073409e-44 1.422509367704152200e-43 -5.800046021003443044e-44
-1.971971971971971982e+01 -8.366478850655576885e-46 1.529334493769224769e-45 2.842424563687523337e-46 -3.700909305930918628e-46 -1.531859364138246964e-45 4.467453363035918031e-45 1.382075424384059144e-44 -2.073100240887631133e-44 1.937129830690059966e-43 -1.464667921980595819e-44
-1.969969969969969981e+01 1.739257268510475220e-46 -7.136177402484691842e-45 3.785426229781325451e-46 -5.189062900944854766e-46 -2.167506058545309111e-45 6.067786535784441415e-45 1.868741768484415604e-44 -3.214281292721547890e-44 2.653352243552771927e-43 5.105721579343148193e-44
-1.967967967967967979e+01 1.133940621985340622e-45 -1.607646425674447477e-44 5.071509606343393865e-46 -7.273924761036088347e-46 -3.051518520831536413e-45 8.281578135716748142e-45 2.589919447095362968e-44 -4.815367063084885653e-44 3.646648439537845279e-43 1.454732068588716380e-43
-1.965965965965965978e+01 1.955654331094199638e-45 -2.486876724498742848e-44 6.845466219443143365e-46 -1.018821413010046585e-45 -4.280230763662438286e-45 1.135272816128764813e-44 3.643555484705397989e-44 -7.060431542949481436e-44 5.020731630666239259e-43 2.792479703068544709e-43
-1.963963963963963977e+01 2.575232841860833582e-45 -3.293738266515089252e-44 9.308031200499708211e-46 -1.425607695373653728e-45 -5.987577712343885237e-45 1.562082530387310075e-44 5.164077548471281157e-44 -1.020164266799033066e-43 6.920433460367139725e-43 4.670451184327128222e-43
-1.961961961961961975e+01 2.956677851723442169e-45 -3.955104252436472940e-44 1.273294183683679679e-45 -1.992593231624931726e-45 -8.358368460565045810e-45 2.155719834304299741e-44 7.335339103091494736e-44 -1.458516785502141995e-43 9.547746132104832013e-43 7.260230124376223555e-43
-1.959959959959959974e+01 3.087774694508496795e-45 -4.431717514343032543e-44 1.749603738857891615e-45 -2.781897028071027312e-45 -1.164809981777860716e-44 2.981414201248144396e-44 1.040710021675916999e-43 -2.069348321803151452e-43 1.318289296740256017e-42 1.077344749178947075e-42
-1.957957957957957973e+01 2.994785901122791872e-45 -4.732107221465738505e-44 2.411899921421975106e-45 -3.879740897861268655e-45 -1.621163502846743491e-44 4.129354297744829167e-44 1.472063632626603241e-43 -2.919586113004135851e-43 1.821367056443759931e-42 1.549014909059188242e-42
-1.955955955955955972e+01 2.747937362622002212e-45 -4.910052675531290928e-44 3.332826589194281546e-45 -5.405672800544923381e-45 -2.254198053452023583e-44 5.724296670987058184e-44 2.074678617336776634e-43 -4.102235468216435472e-43 2.517622674782185244e-42 2.179970281299417784e-42
-1.953953953953953970e+01 2.439291657704911915e-45 -5.043198084775278827e-44 4.613252036314960494e-45 -7.525438490711540221e-45 -3.132247410553678808e-44 7.938746138967453278e-44 2.913857412284092906e-43 -5.745467769014424479e-43 3.481055980643832374e-42 3.024116581394351463e-42
-1.951951951951951969e+01 2.149483606233238603e-45 -5.226173696763555269e-44 6.392891051543632123e-45 -1.046845353354714921e-44 -4.349769414888870240e-44 1.101086297642353905e-43 4.079640670402369451e-43 -8.025812146015792243e-43 4.813632656409339022e-42 4.157694358758541862e-42
-1.949949949949949968e+01 1.969268833236503437e-45 -5.535601010744555357e-44 8.864979355746878163e-45 -1.455217650678211200e-44 -6.037256180586579328e-44 1.526944673978343585e-43 5.695998640132576550e-43 -1.118677091394243762e-42 6.655769264646906994e-42 5.687834008450136423e-42
-1.947947947947947966e+01 1.985397822778458515e-45 -6.001516450228113960e-44 1.229673622292168278e-44 -2.021573197275297442e-44 -8.374859525774229055e-44 2.116840731472792660e-43 7.933831318560977576e-43 -1.556357287881171258e-42 9.200741738441444291e-42 7.765043871151812534e-42
-1.945945945945945965e+01 2.265602457659637994e-45 -6.602877778367196629e-44 1.705759893475343705e-44 -2.806630971419752056e-44 -1.161117001014398429e-43 2.933425500395208393e-43 1.102849512536026518e-42 -2.161745504650209496e-42 1.271445986706273623e-41 1.059937140660981480e-41
-1.943943943943943964e+01 2.870968812212036344e-45 -7.293559261976992983e-44 2.365774751415910684e-44 -3.894318011716674688e-44 -1.608918770434709556e-43 4.063163261543985941e-43 1.530428126323231701e-42 -2.998325998961681798e-42 1.756277472181549290e-41 1.448114966290878668e-41
-1.941941941941941963e+01 3.862981086463177583e-45 -7.995334746963195086e-44 3.280157000833266746e-44 -5.400607252212516564e-44 -2.228196871486428781e-43 5.625354198850414003e-43 2.120816319832971311e-42 -4.153499527494594228e-42 2.424881600790342986e-41 1.981235957617648229e-41
-1.939939939939939961e+01 5.325650480324011368e-45 -8.609281132385049132e-44 4.546133748391564229e-44 -7.485658679680421578e-44 -3.084174300033138084e-43 7.784529893120524999e-43 2.935589887149460365e-42 -5.747609678158788978e-42 3.346423612464491363e-41 2.714777279126274452e-41
-1.937937937937937960e+01 7.411864233847037627e-45 -9.041678222103517804e-44 6.297896570271915992e-44 -1.037055938268379709e-43 -4.266754251472258193e-43 1.076749540149688153e-42 4.059558775312454405e-42 -7.946289051123218553e-42 4.615954855755355612e-41 3.724988200830250765e-41
-1.935935935935935959e+01 1.037308349935952742e-44 -9.212071212827394818e-44 8.720603990631037652e-44 -1.436036607937117458e-43 -5.899808026937946024e-43 1.488674204305666287e-42 5.609472328005477667e-42 -1.097741228208206599e-41 6.364044435501741830e-41 5.116673268081981417e-41
-1.933933933933933957e+01 1.458610222607487994e-44 -9.071910950450101163e-44 1.206961230342161454e-43 -1.987580372065276222e-43 -8.153919172844539902e-43 2.057262622013246073e-42 7.745917145107136111e-42 -1.515432677734991551e-41 8.769965943270304200e-41 7.033725214040676395e-41
-1.931931931931931956e+01 2.056128732005461097e-44 -8.597816644629914492e-44 1.669696348849279570e-43 -2.749685157502419728e-43 -1.126389516790154723e-42 2.841753309084429975e-42 1.068960469186371845e-41 -2.090776882850291035e-41 1.207976678721327969e-40 9.673488478234037621e-41
-1.929929929929929955e+01 2.897692520029785676e-44 -7.755989973966441994e-44 2.308778596457113138e-43 -3.802266502835637359e-43 -1.555279672405912865e-42 3.923651598973158176e-42 1.474373225739456879e-41 -2.882954557359819903e-41 1.663097386724763325e-40 1.330635325987336892e-40
-1.927927927927927954e+01 4.076433550770981779e-44 -6.523878253568401903e-44 3.191029255855468124e-43 -5.255391954923775984e-43 -2.146491054527271128e-42 5.415047249551169078e-42 2.032459918051887309e-41 -3.973241182698040191e-41 2.288639431004114531e-40 1.830269304970482500e-40
