-5.663957486439294975e+00 4.778441605245518531e+00
5.663957486439332278e+00 4.778441605245523860e+00
3.353452584644870615e+00 6.543732655029018908e+00
-3.353452584644891044e+00 6.543732655029023348e+00
5.207092060016345947e+00 5.104549545173629355e+00
-5.207092060016233148e+00 5.104549545173603597e+00
4.103777754236593189e+00 5.947923736463166300e+00
-4.103777754236578978e+00 5.947923736463058830e+00
-1.513465691932085688e+00 6.993708695362593097e+00
1.513465691932314394e+00 6.993708695355161709e+00
