-2.000000000000000000e+00 1.618217798720934729e-06 -2.328444689056863762e-05 -1.317595536875634625e-03
-1.997997997997998043e+00 3.236658218669771101e-06 -4.657061415988541998e-05 -2.635187413350712805e-03
-1.995995995995996086e+00 4.855543911700827517e-06 -6.986022231380923308e-05 -3.952771969034846178e-03
-1.993993993993993907e+00 6.475097590925467350e-06 -9.315499211242977626e-05 -5.270345543557986012e-03
-1.991991991991991950e+00 8.095542061351152584e-06 -1.164566446972065469e-04 -6.587904476580588690e-03
-1.989989989989989994e+00 9.717100250533147477e-06 -1.397669017181358859e-04 -7.905445107803788993e-03
-1.987987987987988037e+00 1.133999523924307479e-05 -1.630874854609555796e-04 -9.222963776979561240e-03
-1.985985985985986080e+00 1.296445029215855252e-05 -1.864201189743965720e-04 -1.054045682392089345e-02
-1.983983983983983901e+00 1.459068888857812227e-05 -2.097665261974909995e-04 -1.185792058851195541e-02
-1.981981981981981944e+00 1.621893475316572625e-05 -2.331284320869457126e-04 -1.317535141071827197e-02
-1.979979979979979987e+00 1.784941188672890813e-05 -2.565075627445917049e-04 -1.449274563059687812e-02
-1.977977977977978030e+00 1.948234459703503382e-05 -2.799056455449172153e-04 -1.581009958830648446e-02
-1.975975975975976073e+00 2.111795752966972488e-05 -3.033244092626957798e-04 -1.712740962411767043e-02
-1.973973973973973894e+00 2.275647569894175524e-05 -3.267655842007167934e-04 -1.844467207842302725e-02
-1.971971971971971938e+00 2.439812451883871723e-05 -3.502309023176298879e-04 -1.976188329174733208e-02
-1.969969969969969981e+00 2.604312983403759573e-05 -3.737220973559113616e-04 -2.107903960475771693e-02
-1.967967967967968024e+00 2.769171795097468889e-05 -3.972409049699618540e-04 -2.239613735827382379e-02
-1.965965965965966067e+00 2.934411566897898168e-05 -4.207890628543457779e-04 -2.371317289327799088e-02
-1.963963963963963888e+00 3.100055031147334655e-05 -4.443683108721819446e-04 -2.503014255092539386e-02
-1.961961961961961931e+00 3.266124975724787394e-05 -4.679803911836932415e-04 -2.634704267255422866e-02
-1.959959959959959974e+00 3.432644247180952730e-05 -4.916270483749271255e-04 -2.766386959969586654e-02
-1.957957957957958017e+00 3.599635753881264905e-05 -5.153100295866549010e-04 -2.898061967408501610e-02
-1.955955955955956060e+00 3.767122469157432575e-05 -5.390310846434591624e-04 -3.029728923766988880e-02
-1.953953953953953881e+00 3.935127434467931509e-05 -5.627919661830213787e-04 -3.161387463262237130e-02
-1.951951951951951925e+00 4.103673762567854630e-05 -5.865944297856145019e-04 -3.293037220134817367e-02
-1.949949949949949968e+00 4.272784640688582223e-05 -6.104402341038162646e-04 -3.424677828649699829e-02
-1.947947947947948011e+00 4.442483333727687006e-05 -6.343311409924461478e-04 -3.556308923097269148e-02
-1.945945945945946054e+00 4.612793187449533503e-05 -6.582689156387419582e-04 -3.687930137794340202e-02
-1.943943943943943875e+00 4.783737631696992522e-05 -6.822553266927804594e-04 -3.819541107085178133e-02
-1.941941941941941918e+00 4.955340183614739651e-05 -7.062921463981546326e-04 -3.951141465342505876e-02
-1.939939939939939961e+00 5.127624450884535551e-05 -7.303811507229168937e-04 -4.082730846968526256e-02
-1.937937937937938004e+00 5.300614134972994899e-05 -7.545241194907968295e-04 -4.214308886395939924e-02
-1.935935935935936048e+00 5.474333034392230907e-05 -7.787228365127034282e-04 -4.345875218088954273e-02
-1.933933933933933869e+00 5.648805047973865347e-05 -8.029790897185245992e-04 -4.477429476544299292e-02
-1.931931931931931912e+00 5.824054178156834368e-05 -8.272946712892258235e-04 -4.608971296292250358e-02
-1.929929929929929955e+00 6.000104534289446155e-05 -8.516713777892683185e-04 -4.740500311897637153e-02
-1.927927927927927998e+00 6.176980335946153917e-05 -8.761110102993485606e-04 -4.872016157960857435e-02
-1.925925925925926041e+00 6.354705916259481958e-05 -9.006153745494704412e-04 -5.003518469118899137e-02
-1.923923923923923862e+00 6.533305725267583234e-05 -9.251862810523636075e-04 -5.135006880046350669e-02
-1.921921921921921905e+00 6.712804333277876980e-05 -9.498255452372527611e-04 -5.266481025456414694e-02
-1.919919919919919948e+00 6.893226434247229232e-05 -9.745349875839915722e-04 -5.397940540101923979e-02
-1.917917917917917991e+00 7.074596849179148547e-05 -9.993164337575701026e-04 -5.529385058776362799e-02
-1.915915915915916035e+00 7.256940529538454996e-05 -1.024171714743003433e-03 -5.660814216314867531e-02
-1.913913913913913856e+00 7.440282560683900831e-05 -1.049102666980615594e-03 -5.792227647595256379e-02
-1.911911911911911899e+00 7.624648165319211754e-05 -1.074111132501724209e-03 -5.923624987539032050e-02
-1.909909909909909942e+00 7.810062706963019044e-05 -1.099198959064741701e-03 -6.055005871112401072e-02
-1.907907907907907985e+00 7.996551693438166389e-05 -1.124368000291695426e-03 -6.186369933327288961e-02
-1.905905905905905806e+00 8.184140780380868446e-05 -1.149620115805183871e-03 -6.317716809242350517e-02
-1.903903903903903849e+00 8.372855774770203625e-05 -1.174957171365776515e-03 -6.449046133963984295e-02
