-2.000000000000000000e+01 6.806043397516649349e-49 1.467981969540833427e-46 -4.172807732347478187e-46 -1.720945570182137156e-49 -3.141088197884036982e-46 1.432544345158094624e-45 -1.108014400593869782e-45 1.527959184070549832e-46 2.872004881422957906e-47 1.920551576244298450e-44 2.581587081175733354e-46 4.028801186477482308e-47 -6.674735860333681538e-48 -2.744856397764908250e-47 2.723593339586238389e-46 -6.640856153679246923e-49
-1.997997997997997999e+01 1.305647954522787589e-48 2.918641353747987294e-46 -7.662271605514499018e-46 -3.099958799866464456e-49 -5.521708642827356826e-46 2.695035170004728321e-45 -2.218853740264152000e-45 3.750845530176852906e-46 5.565719592654890495e-47 3.579372573440579835e-44 4.830066703677970763e-46 1.109658437821792046e-46 -1.253176592006101449e-47 -5.845678935168453748e-47 5.364823748897363568e-46 -1.704734301017664725e-48
-1.995995995995995997e+01 1.836950184451623492e-48 4.277788229881602360e-46 -9.615180008625279258e-46 -3.880696158339411816e-49 -6.522152107967275824e-46 3.690959684573365751e-45 -3.256728500811085401e-45 7.178497148827179080e-46 8.114587444058436043e-47 4.797869321125908512e-44 6.528059932071418716e-46 2.242702842285861270e-46 -1.780927445614089140e-47 -9.252320433192821096e-47 7.856774705420176270e-46 -3.354795522334424266e-48
-1.993993993993993996e+01 2.275809869497929394e-48 5.533465993877745991e-46 -1.026214786942906617e-45 -4.081925465344520086e-49 -5.904066338856283081e-46 4.385640965186365105e-45 -4.077651757662147208e-45 1.196813316393607170e-45 1.058895777108386360e-46 5.488409644612845369e-44 7.594795698834675651e-46 3.759659727511552518e-46 -2.352988459523216434e-47 -1.252999761925011324e-46 1.010613829742165900e-45 -5.633885486118476876e-48
-1.991991991991991995e+01 2.634925473236563038e-48 6.757593303868924114e-46 -1.043265377855700896e-45 -3.922120884198230345e-49 -3.884122664865197193e-46 4.768794177683949763e-45 -4.624957073596645207e-45 1.755606686150449022e-45 1.279629704170499922e-46 5.609787050998892964e-44 7.996511615968581333e-46 5.647096181838683262e-46 -3.054716687881702501e-47 -1.516299851595020849e-46 1.204163934886814778e-45 -8.435207887533909917e-48
-1.989989989989989994e+01 2.912455213431428855e-48 7.972871793152489293e-46 -1.123766159698838857e-45 -3.679771074931487745e-49 -9.993428669740886977e-47 4.892855003430123616e-45 -4.953671612437447666e-45 2.366246031721345125e-45 1.448880420675182350e-46 5.166071481140541174e-44 7.716812639973397797e-46 7.787058907945614901e-46 -3.927746894402791961e-47 -1.685306389439457775e-46 1.363356851465137652e-45 -1.154366588125441015e-47
-1.987987987987987992e+01 3.096161707478430977e-48 9.003868262502006691e-46 -1.358779593979005981e-45 -3.527599914491251599e-49 2.237291236411700886e-46 4.881726280892131499e-45 -5.152302544773908374e-45 3.005599372413079785e-45 1.559958638082281446e-46 4.202340410335693253e-44 6.792929411354249193e-46 9.900325208749793310e-46 -4.894426067599634107e-47 -1.754200047017762775e-46 1.484496160716671619e-45 -1.477863140362355757e-47
-1.985985985985985991e+01 3.182884369964508891e-48 9.609932130088441375e-46 -1.817140988217527791e-45 -3.589395490835117135e-49 5.511640587299242624e-46 4.892522809447415242e-45 -5.208466928135082920e-45 3.642496756620067153e-45 1.607170530219126069e-46 2.814811418581592070e-44 5.172921923344461733e-46 1.172663905066052255e-45 -5.848319661128569204e-47 -1.733353980483391726e-46 1.563270287973424629e-45 -1.780645813241828054e-47
-1.983983983983983990e+01 3.165621290140178150e-48 9.622816963646768004e-46 -2.522458309199322701e-45 -3.909688961873238393e-49 8.400697597612136697e-46 5.028945268245341312e-45 -5.060340502240846828e-45 4.247138837416667286e-45 1.593032397245262183e-46 1.173310041159823900e-44 2.929444143054998565e-46 1.313449197792615196e-45 -6.636904043141401960e-47 -1.652289619136050482e-46 1.599139887203947684e-45 -2.026211145066560115e-47
-1.981981981981981988e+01 3.044376585360212920e-48 9.039044257736602530e-46 -3.518964439666424644e-45 -4.498121828669744966e-49 1.064639213045714690e-45 5.339309349995189236e-45 -4.668191856721636435e-45 4.780149528771606926e-45 1.518922775770342657e-46 -4.858153883772061213e-45 2.872247461721584500e-47 1.407151867442111446e-45 -7.157940264781735234e-47 -1.537133541437036992e-46 1.594174703418942613e-45 -2.202234045444036724e-47
-1.979979979979979987e+01 2.819369717913676620e-48 7.999015693066585162e-46 -4.895623419924540751e-45 -5.479387483131307052e-49 1.219107639174466814e-45 5.805190415942434514e-45 -3.966740164359585522e-45 5.235138528591394797e-45 1.411605118352206366e-46 -1.924546077905346599e-44 -2.366020442929144497e-46 1.449161016910060404e-45 -7.288370175318690328e-47 -1.419947007360132180e-46 1.546652822104019126e-45 -2.319646071993615066e-47
-1.977977977977977986e+01 2.477345370103610232e-48 6.668004563196967388e-46 -6.591219748746796228e-45 -6.783702402875787843e-49 1.316482052800404482e-45 6.375929025514784803e-45 -2.944231615420562314e-45 5.592085857345895996e-45 1.306531562661735642e-46 -2.990801827706515990e-44 -4.651256766684977575e-46 1.431462553162563384e-45 -6.949110107152646582e-47 -1.321972225981958416e-46 1.457732686027663622e-45 -2.401284068463075942e-47
-1.975975975975975985e+01 1.979055008905877234e-48 5.102764996301625296e-46 -8.357659053149401682e-45 -8.078345194958639189e-49 1.352779741443221878e-45 6.986244569573099605e-45 -1.632320644377259405e-45 5.852328679002575026e-45 1.220610298702332890e-46 -3.625771203490838578e-44 -6.225775408066006129e-46 1.346716543209696398e-45 -6.162746888496249399e-47 -1.258366603225277123e-46 1.338846891569618085e-45 -2.454313285901319654e-47
-1.973973973973973983e+01 1.318856096437453958e-48 3.264380320596717957e-46 -9.895459934667366743e-45 -9.044907288596145242e-49 1.337653364695689249e-45 7.535800407292947864e-45 -1.022180244415913683e-46 6.076165729275546459e-45 1.172267160850306648e-46 -3.859655018889304038e-44 -6.931155560668721937e-46 1.193765918951090242e-45 -5.028477111847802175e-47 -1.212670440704084302e-46 1.214525002703878411e-45 -2.481330067339897734e-47
-1.971971971971971982e+01 5.409492038004039829e-49 1.133261221571718302e-46 -1.097008143346661695e-44 -9.482519459470691672e-49 1.295319887928321551e-45 7.888276282908352845e-45 1.562856897900923218e-45 6.344635966851709550e-45 1.187323514599972191e-46 -3.773877061431115225e-44 -6.757028913467804469e-46 9.787252478786078067e-46 -3.700958522433745749e-47 -1.141858166536294228e-46 1.117593289774016923e-45 -2.487957546753783559e-47
-1.969969969969969981e+01 -2.715972848911043375e-49 -1.260505889908143361e-46 -1.147449103664802301e-44 -9.300700256114388799e-49 1.243357378696029727e-45 7.920204005186557262e-45 3.353072271498923383e-45 6.722851885694442329e-45 1.273383686890068665e-46 -3.498909425884040918e-44 -5.764706060259951247e-46 7.143867619651599808e-46 -2.336512768152912008e-47 -1.003956369141112520e-46 1.074540775418651199e-45 -2.472006735570920999e-47
-1.967967967967967979e+01 -1.042369299380495993e-48 -3.756670359056893054e-46 -1.145548512370466521e-44 -8.549542515649203265e-49 1.200953701096498945e-45 7.573462731765089009e-45 5.247567463998579062e-45 7.223439665434619190e-45 1.396956773525532135e-46 -3.075894995197252737e-44 -4.110473446724880296e-46 4.055301698088777588e-46 -9.951259617761097020e-48 -7.914944641683723491e-47 1.094257807801142966e-45 -2.419160680775057721e-47
-1.965965965965965978e+01 -1.684286039381913816e-48 -6.227017640326221709e-46 -1.107869889003625999e-44 -7.409638583152110843e-49 1.168363413678586719e-45 6.852726496073104656e-45 7.162502959783574198e-45 7.803468870152948751e-45 1.489445422167730363e-46 -2.471396808881774822e-44 -1.999060572647340815e-46 6.511738295533203506e-47 3.038790304978575756e-48 -5.280557782484314162e-47 1.168817982599433845e-45 -2.321350198034723942e-47
-1.963963963963963977e+01 -2.136595566968871113e-48 -8.454060883664246263e-46 -1.054406074695782658e-44 -6.174176988696093624e-49 1.135718095670826813e-45 5.805682271516932702e-45 8.993918201024160112e-45 8.459863826107651439e-45 1.495755397350078714e-46 -1.576451297574990293e-44 4.722530159249231407e-47 -2.844691735498817793e-46 1.520459328654975993e-47 -2.348630735100801557e-47 1.279167397323040373e-45 -2.174042915292502031e-47
-1.961961961961961975e+01 -2.365258761092281554e-48 -1.010878683061403083e-45 -9.901103269344240216e-45 -4.895925519634092172e-49 1.124041453919518657e-45 4.520328885708027195e-45 1.063250053381260650e-44 9.244708248332011277e-45 1.387627723499205448e-46 -3.534289216801546745e-45 3.147770226567026872e-46 -6.215582569833469141e-46 2.567692473183503474e-47 7.720232858841410403e-48 1.402964476697320537e-45 -1.976935859261525860e-47
-1.959959959959959974e+01 -2.353147687755195773e-48 -1.101118134320463018e-45 -9.041467008866133963e-45 -3.389226331035643494e-49 1.187747645948560703e-45 3.093936265235676749e-45 1.203108669813012501e-44 1.017373916973517648e-44 1.152216209063114100e-46 1.147423479436380608e-44 5.830535791532827870e-46 -9.189124794004580514e-46 3.440854895044232574e-47 3.892626904989761337e-47 1.519322671838698283e-45 -1.718365605629289415e-47
-1.957957957957957973e+01 -2.120457523118405276e-48 -1.119318948911044654e-45 -7.842073114414730555e-45 -1.487549371103722332e-49 1.369279768291282894e-45 1.618106427576199180e-45 1.321536384512082737e-44 1.123727175914311472e-44 7.899712725263502349e-47 2.818442367026820130e-44 8.198651833786946488e-46 -1.152947690896953623e-45 4.172058289420535023e-47 6.734743490207227727e-47 1.609135542164693465e-45 -1.404097257508098823e-47
-1.955955955955955972e+01 -1.734050651145728461e-48 -1.088622258162325685e-45 -6.287501769122440532e-45 8.294623061650802385e-50 1.665762624251376974e-45 2.197019546710328975e-46 1.421912503904581457e-44 1.232963240148470410e-44 3.265473267852807688e-47 4.561246316517868663e-44 9.941364385336007266e-46 -1.297073397243278132e-45 4.776832037674451416e-47 9.230533710407185217e-47 1.661396226098574485e-45 -1.059309326432089877e-47
-1.953953953953953970e+01 -1.278154553148082704e-48 -1.041728687959433488e-45 -4.459856515970041053e-45 3.382884371204314052e-49 2.028832122323095432e-45 -9.197698226422316007e-46 1.498675176203455734e-44 1.334346227467175768e-44 -1.888051317592936516e-47 6.247054653468971199e-44 1.087798710572786689e-45 -1.337739418688843364e-45 5.318690259805988828e-47 1.137119814014992464e-46 1.672700320542354328e-45 -7.162634713605150139e-48
-1.951951951951951969e+01 -8.086024145776850734e-49 -1.020261189667151550e-45 -2.496404009400876527e-45 5.956665252503438147e-49 2.402384543352672199e-45 -1.668582936076866101e-45 1.546084211493656830e-44 1.418167840906544322e-44 -7.015208382465102757e-47 7.761548341353555792e-44 1.086802646893177098e-45 -1.275367022210342973e-45 5.878818328101809099e-47 1.315835909132057977e-46 1.642585825948112437e-45 -4.053517529617552240e-48
