-3.401922965271334309e+00 6.142227061280403966e+00
3.401922965271371169e+00 6.142227061279760036e+00
2.790708287257789855e-03 6.317968530993683274e+00
-2.790708287261770611e-03 6.317968533588008917e+00
-2.912755995378480600e-06 5.712153502521053028e+00
2.912755996515917523e-06 5.712154795718721978e+00
-2.521071370340970428e-08 5.182210176615091868e+00
2.521066109694402695e-08 5.182382343673602065e+00
-3.093999516042559706e-10 4.730116450055365185e+00
3.093510418091380940e-10 4.737979808965623540e+00
-1.521890834132288596e-12 4.281583078257622077e+00
1.485777206341780252e-12 4.415599270918395547e+00
2.097434004588894073e-12 3.710297483628199000e+00
-2.359328895888564576e-12 4.326287196173436378e+00
-2.459707719589741321e-13 4.038090903301853274e+00
5.303300458999847332e-13 4.454522159233428091e+00
