3.661198267623894775e+00 7.967173593822514110e-01
4.566841415155266759e+00 1.375867349550204066e+00
5.483947147469914185e+00 1.830496346274312014e+00
6.510931687633640053e+00 2.265960140871666084e+00
7.567850889267728753e+00 2.707155838800433312e+00
8.811779327455209199e+00 3.171546148196143999e+00
1.066735822635249242e+01 3.699314932526585942e+00
