0.000000000000000000e+00 3.000000000000000000e+01
1.001001001001000992e-02 2.980177249571657683e+01
2.002002002002001985e-02 2.960355463887639615e+01
3.003003003003002977e-02 2.940535607692270403e+01
4.004004004004003969e-02 2.920718645729874652e+01
5.005005005005004615e-02 2.900905542744776255e+01
6.006006006006005954e-02 2.881097263481299819e+01
7.007007007007007293e-02 2.861294772683770304e+01
8.008008008008007939e-02 2.841499035096511250e+01
9.009009009009008584e-02 2.821711015463847616e+01
1.001001001001000923e-01 2.801931678530103653e+01
1.101101101101101126e-01 2.782161989039603611e+01
1.201201201201201191e-01 2.762402911736672451e+01
1.301301301301301394e-01 2.742655411365634066e+01
1.401401401401401459e-01 2.722920452670813063e+01
1.501501501501501523e-01 2.703199000396534046e+01
1.601601601601601588e-01 2.683492019287120911e+01
1.701701701701701652e-01 2.663800474086898618e+01
1.801801801801801717e-01 2.644125329540191061e+01
1.901901901901901781e-01 2.624467550391322845e+01
2.002002002002001846e-01 2.604828101384618577e+01
2.102102102102102188e-01 2.585207947264402861e+01
2.202202202202202252e-01 2.565608052774999237e+01
2.302302302302302317e-01 2.546029382660733020e+01
2.402402402402402382e-01 2.526472901665928106e+01
2.502502502502502724e-01 2.506939574534908743e+01
2.602602602602602788e-01 2.487430366012000249e+01
2.702702702702702853e-01 2.467946240841526162e+01
2.802802802802802917e-01 2.448488163767811443e+01
2.902902902902902982e-01 2.429057099535179987e+01
3.003003003003003046e-01 2.409654012887956398e+01
3.103103103103103111e-01 2.390279868570465638e+01
3.203203203203203175e-01 2.370935631327031246e+01
3.303303303303303240e-01 2.351622265901978182e+01
3.403403403403403304e-01 2.332340737039630341e+01
3.503503503503503369e-01 2.313092009484312683e+01
3.603603603603603434e-01 2.293877047980349815e+01
3.703703703703703498e-01 2.274696817272065275e+01
3.803803803803803563e-01 2.255552282103784023e+01
3.903903903903903627e-01 2.236444407219830666e+01
4.004004004004003692e-01 2.217374157364529097e+01
4.104104104104104311e-01 2.198342497282204278e+01
4.204204204204204376e-01 2.179350391717180102e+01
4.304304304304304440e-01 2.160398805413781176e+01
4.404404404404404505e-01 2.141488703116332104e+01
4.504504504504504570e-01 2.122621049569157137e+01
4.604604604604604634e-01 2.103796809516580524e+01
4.704704704704704699e-01 2.085016947702926871e+01
4.804804804804804763e-01 2.066282428872520427e+01
